# ground truth trajectory
# file: 'rgbd_dataset_freiburg2_pioneer_slam.bag'
# timestamp tx ty tz qx qy qz qw
1311878200.9799 -1.3794 -2.4685 0.5921 -0.3122 0.6683 -0.6089 0.2917
1311878200.9833 -1.3788 -2.4690 0.5921 -0.3116 0.6692 -0.6084 0.2912
1311878200.9866 -1.3783 -2.4697 0.5922 -0.3113 0.6692 -0.6088 0.2910
1311878200.9901 -1.3778 -2.4703 0.5922 -0.3108 0.6692 -0.6090 0.2910
1311878200.9934 -1.3774 -2.4709 0.5920 -0.3100 0.6694 -0.6094 0.2905
1311878200.9966 -1.3767 -2.4716 0.5921 -0.3095 0.6691 -0.6099 0.2907
1311878201.0000 -1.3761 -2.4723 0.5922 -0.3091 0.6692 -0.6101 0.2905
1311878201.0033 -1.3756 -2.4728 0.5922 -0.3089 0.6692 -0.6102 0.2905
1311878201.0066 -1.3751 -2.4733 0.5922 -0.3086 0.6692 -0.6104 0.2904
1311878201.0099 -1.3746 -2.4737 0.5921 -0.3081 0.6693 -0.6105 0.2904
1311878201.0133 -1.3742 -2.4742 0.5920 -0.3079 0.6695 -0.6105 0.2902
1311878201.0166 -1.3736 -2.4749 0.5920 -0.3076 0.6694 -0.6107 0.2903
1311878201.0199 -1.3729 -2.4755 0.5921 -0.3073 0.6692 -0.6112 0.2903
1311878201.0232 -1.3723 -2.4763 0.5921 -0.3068 0.6690 -0.6116 0.2903
1311878201.0266 -1.3716 -2.4770 0.5923 -0.3065 0.6687 -0.6122 0.2900
1311878201.0299 -1.3710 -2.4777 0.5923 -0.3060 0.6686 -0.6125 0.2900
1311878201.0332 -1.3704 -2.4785 0.5923 -0.3056 0.6685 -0.6128 0.2902
1311878201.0365 -1.3699 -2.4791 0.5923 -0.3055 0.6689 -0.6126 0.2898
1311878201.0398 -1.3690 -2.4797 0.5924 -0.3054 0.6688 -0.6127 0.2900
1311878201.0431 -1.3684 -2.4803 0.5924 -0.3053 0.6692 -0.6124 0.2896
1311878201.0465 -1.3677 -2.4811 0.5924 -0.3051 0.6691 -0.6127 0.2894
1311878201.0499 -1.3672 -2.4816 0.5922 -0.3047 0.6700 -0.6123 0.2888
1311878201.0531 -1.3665 -2.4821 0.5922 -0.3049 0.6704 -0.6120 0.2881
1311878201.0565 -1.3658 -2.4827 0.5921 -0.3049 0.6709 -0.6116 0.2879
1311878201.0599 -1.3651 -2.4835 0.5922 -0.3051 0.6705 -0.6121 0.2876
1311878201.0632 -1.3646 -2.4841 0.5922 -0.3050 0.6716 -0.6113 0.2869
1311878201.0666 -1.3641 -2.4847 0.5922 -0.3050 0.6721 -0.6109 0.2864
1311878201.0699 -1.3636 -2.4853 0.5922 -0.3046 0.6724 -0.6108 0.2863
1311878201.0731 -1.3629 -2.4858 0.5922 -0.3050 0.6724 -0.6107 0.2863
1311878201.0765 -1.3624 -2.4865 0.5921 -0.3046 0.6722 -0.6109 0.2866
1311878201.0799 -1.3617 -2.4872 0.5921 -0.3047 0.6720 -0.6111 0.2865
1311878201.0832 -1.3610 -2.4878 0.5920 -0.3042 0.6722 -0.6112 0.2866
1311878201.0865 -1.3604 -2.4884 0.5919 -0.3039 0.6725 -0.6110 0.2865
1311878201.0899 -1.3598 -2.4889 0.5920 -0.3037 0.6726 -0.6110 0.2864
1311878201.0932 -1.3593 -2.4896 0.5920 -0.3033 0.6726 -0.6113 0.2863
1311878201.0991 -1.3587 -2.4902 0.5921 -0.3034 0.6727 -0.6112 0.2861
1311878201.0998 -1.3582 -2.4907 0.5921 -0.3033 0.6733 -0.6109 0.2855
1311878201.1031 -1.3576 -2.4913 0.5921 -0.3034 0.6730 -0.6110 0.2859
1311878201.1064 -1.3571 -2.4918 0.5921 -0.3034 0.6730 -0.6111 0.2858
1311878201.1098 -1.3564 -2.4924 0.5922 -0.3032 0.6727 -0.6114 0.2860
1311878201.1131 -1.3558 -2.4931 0.5922 -0.3029 0.6727 -0.6116 0.2858
1311878201.1182 -1.3554 -2.4939 0.5925 -0.3033 0.6728 -0.6120 0.2842
1311878201.1198 -1.3545 -2.4942 0.5922 -0.3022 0.6733 -0.6115 0.2853
1311878201.1231 -1.3540 -2.4947 0.5922 -0.3020 0.6735 -0.6116 0.2848
1311878201.1265 -1.3534 -2.4952 0.5920 -0.3016 0.6734 -0.6119 0.2849
1311878201.1299 -1.3530 -2.4957 0.5921 -0.3015 0.6745 -0.6110 0.2843
1311878201.1331 -1.3524 -2.4964 0.5922 -0.3016 0.6744 -0.6111 0.2842
1311878201.1366 -1.3518 -2.4969 0.5923 -0.3014 0.6744 -0.6110 0.2844
1311878201.1398 -1.3513 -2.4975 0.5923 -0.3013 0.6742 -0.6114 0.2844
1311878201.1430 -1.3508 -2.4979 0.5924 -0.3011 0.6745 -0.6112 0.2843
1311878201.1464 -1.3509 -2.4985 0.5927 -0.3014 0.6748 -0.6115 0.2826
1311878201.1498 -1.3504 -2.4991 0.5926 -0.3013 0.6742 -0.6121 0.2827
1311878201.1531 -1.3497 -2.4996 0.5925 -0.3006 0.6741 -0.6124 0.2831
1311878201.1565 -1.3491 -2.5002 0.5926 -0.3002 0.6739 -0.6129 0.2831
1311878201.1598 -1.3480 -2.5006 0.5925 -0.2999 0.6735 -0.6129 0.2842
1311878201.1631 -1.3481 -2.5012 0.5928 -0.3005 0.6743 -0.6127 0.2822
1311878201.1665 -1.3476 -2.5016 0.5927 -0.3004 0.6743 -0.6126 0.2823
1311878201.1698 -1.3465 -2.5020 0.5925 -0.3002 0.6738 -0.6127 0.2838
1311878201.1731 -1.3458 -2.5026 0.5926 -0.3005 0.6736 -0.6128 0.2837
1311878201.1764 -1.3453 -2.5031 0.5927 -0.3011 0.6737 -0.6124 0.2835
1311878201.1798 -1.3447 -2.5035 0.5927 -0.3009 0.6739 -0.6123 0.2835
1311878201.1831 -1.3445 -2.5043 0.5930 -0.3013 0.6738 -0.6129 0.2822
1311878201.1865 -1.3438 -2.5049 0.5931 -0.3010 0.6736 -0.6133 0.2822
1311878201.1938 -1.3431 -2.5055 0.5931 -0.3005 0.6733 -0.6138 0.2823
1311878201.1940 -1.3424 -2.5062 0.5932 -0.3002 0.6730 -0.6142 0.2823
1311878201.1966 -1.3417 -2.5067 0.5933 -0.3000 0.6731 -0.6142 0.2823
1311878201.2000 -1.3411 -2.5073 0.5933 -0.2999 0.6732 -0.6142 0.2822
1311878201.2032 -1.3406 -2.5078 0.5932 -0.3001 0.6735 -0.6138 0.2821
1311878201.2066 -1.3398 -2.5081 0.5928 -0.2992 0.6738 -0.6133 0.2834
1311878201.2099 -1.3392 -2.5086 0.5928 -0.2997 0.6739 -0.6129 0.2835
1311878201.2134 -1.3386 -2.5091 0.5929 -0.3000 0.6739 -0.6127 0.2836
1311878201.2166 -1.3381 -2.5098 0.5929 -0.2997 0.6738 -0.6129 0.2837
1311878201.2199 -1.3378 -2.5108 0.5932 -0.3001 0.6733 -0.6138 0.2826
1311878201.2233 -1.3371 -2.5115 0.5931 -0.2992 0.6730 -0.6143 0.2830
1311878201.2266 -1.3364 -2.5123 0.5933 -0.2991 0.6721 -0.6152 0.2833
1311878201.2298 -1.3358 -2.5128 0.5932 -0.2987 0.6721 -0.6155 0.2833
1311878201.2331 -1.3351 -2.5133 0.5932 -0.2985 0.6722 -0.6156 0.2832
1311878201.2365 -1.3341 -2.5138 0.5929 -0.2977 0.6723 -0.6154 0.2840
1311878201.2397 -1.3335 -2.5145 0.5929 -0.2978 0.6725 -0.6152 0.2839
1311878201.2431 -1.3330 -2.5150 0.5928 -0.2981 0.6731 -0.6145 0.2836
1311878201.2464 -1.3319 -2.5157 0.5929 -0.2988 0.6724 -0.6146 0.2842
1311878201.2497 -1.3313 -2.5165 0.5930 -0.2991 0.6722 -0.6149 0.2838
1311878201.2531 -1.3309 -2.5174 0.5933 -0.2997 0.6718 -0.6156 0.2827
1311878201.2564 -1.3300 -2.5183 0.5933 -0.2991 0.6715 -0.6161 0.2828
1311878201.2607 -1.3293 -2.5190 0.5934 -0.2989 0.6716 -0.6162 0.2827
1311878201.2633 -1.3287 -2.5197 0.5933 -0.2987 0.6721 -0.6158 0.2824
1311878201.2667 -1.3278 -2.5200 0.5929 -0.2975 0.6732 -0.6148 0.2835
1311878201.2700 -1.3270 -2.5208 0.5929 -0.2981 0.6729 -0.6147 0.2838
1311878201.2733 -1.3263 -2.5215 0.5929 -0.2987 0.6732 -0.6140 0.2839
1311878201.2768 -1.3257 -2.5221 0.5929 -0.2990 0.6734 -0.6137 0.2838
1311878201.2800 -1.3248 -2.5230 0.5929 -0.2989 0.6730 -0.6139 0.2843
1311878201.2833 -1.3243 -2.5240 0.5932 -0.2992 0.6728 -0.6144 0.2834
1311878201.2867 -1.3236 -2.5248 0.5932 -0.2987 0.6729 -0.6145 0.2834
1311878201.2900 -1.3229 -2.5255 0.5932 -0.2987 0.6729 -0.6145 0.2835
1311878201.2932 -1.3222 -2.5262 0.5932 -0.2991 0.6731 -0.6141 0.2835
1311878201.2965 -1.3215 -2.5268 0.5930 -0.2997 0.6735 -0.6134 0.2833
1311878201.2999 -1.3205 -2.5272 0.5925 -0.2991 0.6741 -0.6125 0.2845
1311878201.3032 -1.3198 -2.5278 0.5924 -0.2997 0.6746 -0.6118 0.2843
1311878201.3065 -1.3191 -2.5286 0.5925 -0.3004 0.6747 -0.6113 0.2844
1311878201.3098 -1.3186 -2.5295 0.5928 -0.3012 0.6742 -0.6118 0.2835
1311878201.3132 -1.3178 -2.5303 0.5929 -0.3009 0.6738 -0.6124 0.2836
1311878201.3165 -1.3170 -2.5311 0.5929 -0.3005 0.6735 -0.6129 0.2836
1311878201.3199 -1.3161 -2.5319 0.5929 -0.3003 0.6730 -0.6134 0.2838
1311878201.3232 -1.3152 -2.5327 0.5929 -0.3003 0.6732 -0.6131 0.2841
1311878201.3268 -1.3145 -2.5330 0.5924 -0.2998 0.6746 -0.6117 0.2846
1311878201.3299 -1.3138 -2.5335 0.5922 -0.2999 0.6751 -0.6109 0.2846
1311878201.3333 -1.3131 -2.5343 0.5922 -0.3005 0.6750 -0.6107 0.2848
1311878201.3366 -1.3124 -2.5349 0.5921 -0.3010 0.6753 -0.6102 0.2848
1311878201.3399 -1.3121 -2.5357 0.5923 -0.3019 0.6753 -0.6101 0.2838
1311878201.3432 -1.3117 -2.5367 0.5923 -0.3020 0.6751 -0.6104 0.2837
1311878201.3465 -1.3108 -2.5375 0.5924 -0.3018 0.6749 -0.6105 0.2840
1311878201.3499 -1.3099 -2.5382 0.5923 -0.3016 0.6751 -0.6104 0.2840
1311878201.3532 -1.3087 -2.5388 0.5919 -0.3009 0.6749 -0.6103 0.2854
1311878201.3567 -1.3075 -2.5395 0.5920 -0.3012 0.6744 -0.6104 0.2862
1311878201.3599 -1.3069 -2.5402 0.5921 -0.3020 0.6745 -0.6100 0.2861
1311878201.3633 -1.3065 -2.5408 0.5919 -0.3026 0.6752 -0.6091 0.2857
1311878201.3666 -1.3061 -2.5418 0.5923 -0.3038 0.6748 -0.6093 0.2847
1311878201.3699 -1.3054 -2.5426 0.5923 -0.3039 0.6745 -0.6096 0.2847
1311878201.3732 -1.3046 -2.5434 0.5923 -0.3039 0.6742 -0.6098 0.2850
1311878201.3766 -1.3035 -2.5439 0.5919 -0.3031 0.6745 -0.6092 0.2864
1311878201.3799 -1.3030 -2.5448 0.5922 -0.3040 0.6745 -0.6093 0.2852
1311878201.3833 -1.3019 -2.5451 0.5916 -0.3034 0.6756 -0.6079 0.2863
1311878201.3866 -1.3010 -2.5458 0.5918 -0.3037 0.6753 -0.6080 0.2864
1311878201.3900 -1.3004 -2.5464 0.5918 -0.3040 0.6753 -0.6077 0.2867
1311878201.3933 -1.2998 -2.5470 0.5918 -0.3045 0.6752 -0.6074 0.2871
1311878201.3968 -1.2993 -2.5476 0.5918 -0.3051 0.6752 -0.6070 0.2872
1311878201.4000 -1.2992 -2.5484 0.5921 -0.3059 0.6751 -0.6074 0.2860
1311878201.4033 -1.2985 -2.5490 0.5921 -0.3062 0.6750 -0.6073 0.2862
1311878201.4067 -1.2977 -2.5496 0.5921 -0.3061 0.6747 -0.6075 0.2865
1311878201.4100 -1.2963 -2.5500 0.5919 -0.3051 0.6743 -0.6076 0.2883
1311878201.4133 -1.2954 -2.5505 0.5918 -0.3051 0.6742 -0.6075 0.2887
1311878201.4167 -1.2952 -2.5510 0.5917 -0.3051 0.6753 -0.6067 0.2877
1311878201.4200 -1.2944 -2.5517 0.5919 -0.3051 0.6752 -0.6069 0.2875
1311878201.4234 -1.2938 -2.5523 0.5919 -0.3051 0.6753 -0.6069 0.2873
1311878201.4267 -1.2931 -2.5529 0.5920 -0.3050 0.6748 -0.6074 0.2876
1311878201.4300 -1.2929 -2.5536 0.5923 -0.3059 0.6744 -0.6077 0.2868
1311878201.4335 -1.2924 -2.5540 0.5923 -0.3066 0.6744 -0.6074 0.2869
1311878201.4367 -1.2918 -2.5545 0.5923 -0.3074 0.6743 -0.6070 0.2871
1311878201.4400 -1.2910 -2.5549 0.5920 -0.3074 0.6744 -0.6064 0.2880
1311878201.4433 -1.2902 -2.5555 0.5921 -0.3075 0.6741 -0.6066 0.2883
1311878201.4467 -1.2888 -2.5562 0.5923 -0.3076 0.6727 -0.6074 0.2896
1311878201.4500 -1.2879 -2.5567 0.5922 -0.3074 0.6726 -0.6075 0.2900
1311878201.4531 -1.2871 -2.5573 0.5923 -0.3073 0.6723 -0.6076 0.2904
1311878201.4565 -1.2863 -2.5579 0.5923 -0.3073 0.6722 -0.6076 0.2908
1311878201.4599 -1.2856 -2.5585 0.5922 -0.3074 0.6723 -0.6073 0.2910
1311878201.4632 -1.2850 -2.5590 0.5922 -0.3078 0.6726 -0.6067 0.2911
1311878201.4665 -1.2852 -2.5596 0.5924 -0.3088 0.6737 -0.6060 0.2890
1311878201.4698 -1.2838 -2.5600 0.5922 -0.3086 0.6724 -0.6063 0.2916
1311878201.4731 -1.2831 -2.5604 0.5923 -0.3090 0.6724 -0.6060 0.2920
1311878201.4766 -1.2825 -2.5609 0.5921 -0.3091 0.6716 -0.6064 0.2927
1311878201.4798 -1.2820 -2.5614 0.5921 -0.3094 0.6720 -0.6060 0.2924
1311878201.4831 -1.2811 -2.5620 0.5922 -0.3098 0.6718 -0.6060 0.2924
1311878201.4866 -1.2802 -2.5626 0.5924 -0.3097 0.6715 -0.6063 0.2925
1311878201.4899 -1.2793 -2.5632 0.5924 -0.3096 0.6710 -0.6069 0.2926
1311878201.4932 -1.2787 -2.5637 0.5924 -0.3098 0.6714 -0.6063 0.2924
1311878201.4966 -1.2781 -2.5642 0.5924 -0.3100 0.6716 -0.6061 0.2924
1311878201.4999 -1.2773 -2.5648 0.5924 -0.3105 0.6713 -0.6061 0.2927
1311878201.5032 -1.2767 -2.5653 0.5925 -0.3110 0.6708 -0.6061 0.2932
1311878201.5066 -1.2760 -2.5659 0.5926 -0.3112 0.6703 -0.6064 0.2935
1311878201.5102 -1.2755 -2.5664 0.5925 -0.3116 0.6703 -0.6062 0.2936
1311878201.5132 -1.2748 -2.5668 0.5924 -0.3122 0.6701 -0.6058 0.2941
1311878201.5166 -1.2745 -2.5674 0.5923 -0.3126 0.6707 -0.6052 0.2936
1311878201.5197 -1.2739 -2.5679 0.5924 -0.3125 0.6709 -0.6051 0.2936
1311878201.5231 -1.2728 -2.5684 0.5924 -0.3126 0.6705 -0.6052 0.2940
1311878201.5264 -1.2719 -2.5689 0.5925 -0.3128 0.6700 -0.6055 0.2945
1311878201.5297 -1.2709 -2.5696 0.5925 -0.3130 0.6694 -0.6058 0.2950
1311878201.5332 -1.2702 -2.5701 0.5925 -0.3129 0.6692 -0.6060 0.2951
1311878201.5364 -1.2694 -2.5707 0.5925 -0.3131 0.6690 -0.6059 0.2953
1311878201.5398 -1.2687 -2.5712 0.5924 -0.3131 0.6690 -0.6058 0.2956
1311878201.5430 -1.2680 -2.5717 0.5924 -0.3138 0.6688 -0.6054 0.2962
1311878201.5464 -1.2674 -2.5723 0.5923 -0.3142 0.6687 -0.6051 0.2965
1311878201.5499 -1.2667 -2.5728 0.5924 -0.3148 0.6687 -0.6049 0.2965
1311878201.5533 -1.2661 -2.5733 0.5925 -0.3152 0.6687 -0.6046 0.2966
1311878201.5566 -1.2654 -2.5738 0.5925 -0.3159 0.6687 -0.6041 0.2968
1311878201.5600 -1.2647 -2.5743 0.5924 -0.3163 0.6687 -0.6039 0.2967
1311878201.5634 -1.2640 -2.5749 0.5924 -0.3161 0.6688 -0.6040 0.2967
1311878201.5666 -1.2631 -2.5755 0.5924 -0.3161 0.6681 -0.6044 0.2972
1311878201.5700 -1.2622 -2.5762 0.5927 -0.3166 0.6678 -0.6044 0.2975
1311878201.5733 -1.2614 -2.5767 0.5926 -0.3168 0.6680 -0.6040 0.2977
1311878201.5766 -1.2612 -2.5775 0.5929 -0.3178 0.6679 -0.6041 0.2967
1311878201.5799 -1.2606 -2.5780 0.5929 -0.3182 0.6678 -0.6038 0.2969
1311878201.5832 -1.2600 -2.5786 0.5929 -0.3189 0.6680 -0.6033 0.2970
1311878201.5865 -1.2586 -2.5789 0.5924 -0.3182 0.6670 -0.6035 0.2993
1311878201.5898 -1.2578 -2.5794 0.5924 -0.3192 0.6673 -0.6026 0.2993
1311878201.5946 -1.2570 -2.5799 0.5924 -0.3199 0.6674 -0.6020 0.2997
1311878201.5965 -1.2566 -2.5804 0.5922 -0.3203 0.6683 -0.6011 0.2991
1311878201.5999 -1.2560 -2.5810 0.5920 -0.3200 0.6688 -0.6006 0.2991
1311878201.6032 -1.2551 -2.5816 0.5920 -0.3196 0.6685 -0.6010 0.2995
1311878201.6065 -1.2542 -2.5823 0.5921 -0.3197 0.6682 -0.6011 0.3001
1311878201.6098 -1.2535 -2.5829 0.5922 -0.3200 0.6678 -0.6011 0.3004
1311878201.6132 -1.2528 -2.5835 0.5921 -0.3206 0.6678 -0.6007 0.3006
1311878201.6165 -1.2517 -2.5839 0.5922 -0.3216 0.6670 -0.6006 0.3017
1311878201.6199 -1.2510 -2.5844 0.5922 -0.3226 0.6670 -0.6000 0.3018
1311878201.6235 -1.2503 -2.5849 0.5922 -0.3233 0.6669 -0.5997 0.3020
1311878201.6266 -1.2498 -2.5853 0.5921 -0.3237 0.6666 -0.5995 0.3024
1311878201.6299 -1.2492 -2.5857 0.5919 -0.3241 0.6664 -0.5994 0.3027
1311878201.6332 -1.2484 -2.5863 0.5920 -0.3241 0.6652 -0.6002 0.3037
1311878201.6365 -1.2477 -2.5869 0.5922 -0.3246 0.6643 -0.6006 0.3044
1311878201.6399 -1.2470 -2.5874 0.5923 -0.3245 0.6635 -0.6011 0.3051
1311878201.6432 -1.2461 -2.5880 0.5923 -0.3244 0.6627 -0.6017 0.3059
1311878201.6465 -1.2455 -2.5885 0.5924 -0.3241 0.6619 -0.6024 0.3065
1311878201.6498 -1.2445 -2.5892 0.5925 -0.3238 0.6607 -0.6034 0.3076
1311878201.6532 -1.2436 -2.5899 0.5927 -0.3232 0.6594 -0.6045 0.3086
1311878201.6566 -1.2427 -2.5906 0.5928 -0.3226 0.6583 -0.6055 0.3096
1311878201.6600 -1.2418 -2.5913 0.5929 -0.3226 0.6575 -0.6059 0.3106
1311878201.6633 -1.2411 -2.5918 0.5929 -0.3225 0.6574 -0.6058 0.3113
1311878201.6665 -1.2405 -2.5924 0.5929 -0.3227 0.6575 -0.6056 0.3113
1311878201.6699 -1.2400 -2.5929 0.5927 -0.3229 0.6581 -0.6049 0.3110
1311878201.6732 -1.2392 -2.5935 0.5929 -0.3239 0.6584 -0.6043 0.3105
1311878201.6765 -1.2388 -2.5940 0.5927 -0.3244 0.6597 -0.6031 0.3097
1311878201.6799 -1.2379 -2.5945 0.5926 -0.3247 0.6604 -0.6022 0.3096
1311878201.6833 -1.2372 -2.5950 0.5925 -0.3253 0.6608 -0.6014 0.3095
1311878201.6866 -1.2362 -2.5956 0.5925 -0.3254 0.6608 -0.6013 0.3098
1311878201.6899 -1.2355 -2.5961 0.5924 -0.3257 0.6613 -0.6006 0.3097
1311878201.6933 -1.2348 -2.5965 0.5923 -0.3263 0.6620 -0.5996 0.3096
1311878201.6966 -1.2335 -2.5971 0.5923 -0.3278 0.6616 -0.5988 0.3105
1311878201.7001 -1.2327 -2.5975 0.5923 -0.3293 0.6616 -0.5977 0.3108
1311878201.7033 -1.2318 -2.5980 0.5923 -0.3309 0.6616 -0.5966 0.3112
1311878201.7066 -1.2310 -2.5984 0.5921 -0.3317 0.6612 -0.5964 0.3116
1311878201.7099 -1.2302 -2.5988 0.5920 -0.3328 0.6608 -0.5959 0.3120
1311878201.7131 -1.2293 -2.5993 0.5920 -0.3337 0.6600 -0.5961 0.3127
1311878201.7164 -1.2285 -2.5997 0.5919 -0.3342 0.6598 -0.5959 0.3129
1311878201.7198 -1.2276 -2.6003 0.5920 -0.3347 0.6589 -0.5962 0.3136
1311878201.7232 -1.2266 -2.6008 0.5922 -0.3358 0.6585 -0.5959 0.3141
1311878201.7265 -1.2258 -2.6013 0.5922 -0.3366 0.6587 -0.5950 0.3143
1311878201.7298 -1.2249 -2.6018 0.5921 -0.3377 0.6588 -0.5941 0.3147
1311878201.7332 -1.2237 -2.6025 0.5922 -0.3378 0.6579 -0.5944 0.3157
1311878201.7365 -1.2230 -2.6030 0.5922 -0.3382 0.6578 -0.5942 0.3161
1311878201.7398 -1.2226 -2.6035 0.5921 -0.3376 0.6586 -0.5936 0.3159
1311878201.7431 -1.2218 -2.6040 0.5920 -0.3378 0.6588 -0.5931 0.3165
1311878201.7465 -1.2210 -2.6046 0.5921 -0.3386 0.6587 -0.5925 0.3169
1311878201.7498 -1.2203 -2.6050 0.5921 -0.3390 0.6588 -0.5919 0.3173
1311878201.7532 -1.2192 -2.6054 0.5921 -0.3398 0.6579 -0.5917 0.3186
1311878201.7565 -1.2184 -2.6058 0.5922 -0.3400 0.6574 -0.5919 0.3191
1311878201.7599 -1.2175 -2.6063 0.5922 -0.3399 0.6569 -0.5923 0.3195
1311878201.7634 -1.2167 -2.6068 0.5921 -0.3395 0.6569 -0.5927 0.3194
1311878201.7666 -1.2157 -2.6072 0.5920 -0.3390 0.6566 -0.5931 0.3196
1311878201.7701 -1.2149 -2.6078 0.5920 -0.3391 0.6566 -0.5931 0.3195
1311878201.7731 -1.2140 -2.6083 0.5920 -0.3396 0.6567 -0.5927 0.3195
1311878201.7765 -1.2132 -2.6088 0.5920 -0.3409 0.6563 -0.5924 0.3194
1311878201.7799 -1.2124 -2.6092 0.5920 -0.3418 0.6562 -0.5920 0.3195
1311878201.7832 -1.2116 -2.6096 0.5921 -0.3426 0.6565 -0.5912 0.3195
1311878201.7866 -1.2108 -2.6101 0.5921 -0.3430 0.6560 -0.5913 0.3200
1311878201.7899 -1.2101 -2.6105 0.5921 -0.3436 0.6553 -0.5914 0.3205
1311878201.7933 -1.2093 -2.6110 0.5922 -0.3444 0.6549 -0.5912 0.3209
1311878201.7968 -1.2085 -2.6114 0.5921 -0.3450 0.6543 -0.5910 0.3218
1311878201.7999 -1.2075 -2.6119 0.5921 -0.3456 0.6530 -0.5914 0.3230
1311878201.8033 -1.2069 -2.6122 0.5922 -0.3464 0.6535 -0.5904 0.3231
1311878201.8065 -1.2061 -2.6127 0.5922 -0.3466 0.6533 -0.5902 0.3237
1311878201.8099 -1.2053 -2.6134 0.5926 -0.3477 0.6524 -0.5905 0.3236
1311878201.8133 -1.2045 -2.6139 0.5927 -0.3478 0.6521 -0.5905 0.3242
1311878201.8166 -1.2034 -2.6142 0.5924 -0.3471 0.6518 -0.5904 0.3257
1311878201.8199 -1.2031 -2.6147 0.5924 -0.3473 0.6523 -0.5900 0.3254
1311878201.8232 -1.2017 -2.6151 0.5924 -0.3476 0.6505 -0.5906 0.3275
1311878201.8266 -1.2010 -2.6154 0.5924 -0.3483 0.6505 -0.5901 0.3277
1311878201.8299 -1.2004 -2.6157 0.5923 -0.3491 0.6508 -0.5893 0.3276
1311878201.8332 -1.1997 -2.6160 0.5926 -0.3501 0.6515 -0.5879 0.3278
1311878201.8366 -1.1988 -2.6166 0.5925 -0.3508 0.6508 -0.5882 0.3277
1311878201.8399 -1.1981 -2.6171 0.5925 -0.3516 0.6510 -0.5876 0.3275
1311878201.8432 -1.1974 -2.6176 0.5924 -0.3520 0.6508 -0.5876 0.3275
1311878201.8466 -1.1967 -2.6180 0.5923 -0.3521 0.6510 -0.5874 0.3273
1311878201.8499 -1.1959 -2.6183 0.5922 -0.3524 0.6511 -0.5872 0.3273
1311878201.8532 -1.1951 -2.6186 0.5923 -0.3524 0.6515 -0.5866 0.3273
1311878201.8567 -1.1939 -2.6190 0.5923 -0.3525 0.6508 -0.5868 0.3283
1311878201.8603 -1.1930 -2.6194 0.5923 -0.3526 0.6506 -0.5869 0.3285
1311878201.8632 -1.1919 -2.6200 0.5925 -0.3527 0.6497 -0.5874 0.3295
1311878201.8669 -1.1912 -2.6205 0.5925 -0.3531 0.6493 -0.5872 0.3300
1311878201.8699 -1.1905 -2.6210 0.5925 -0.3532 0.6490 -0.5872 0.3305
1311878201.8733 -1.1898 -2.6214 0.5924 -0.3537 0.6487 -0.5871 0.3308
1311878201.8767 -1.1891 -2.6220 0.5925 -0.3541 0.6481 -0.5872 0.3312
1311878201.8800 -1.1883 -2.6225 0.5925 -0.3548 0.6475 -0.5872 0.3317
1311878201.8833 -1.1874 -2.6230 0.5927 -0.3553 0.6472 -0.5870 0.3322
1311878201.8866 -1.1866 -2.6233 0.5926 -0.3560 0.6472 -0.5864 0.3326
1311878201.8900 -1.1857 -2.6238 0.5925 -0.3564 0.6467 -0.5863 0.3332
1311878201.8933 -1.1844 -2.6240 0.5926 -0.3559 0.6463 -0.5866 0.3339
1311878201.8970 -1.1838 -2.6244 0.5926 -0.3560 0.6464 -0.5865 0.3339
1311878201.9000 -1.1829 -2.6249 0.5926 -0.3561 0.6457 -0.5868 0.3345
1311878201.9033 -1.1829 -2.6256 0.5930 -0.3570 0.6455 -0.5868 0.3341
1311878201.9067 -1.1820 -2.6261 0.5928 -0.3578 0.6456 -0.5864 0.3335
1311878201.9100 -1.1811 -2.6264 0.5926 -0.3584 0.6453 -0.5862 0.3339
1311878201.9133 -1.1804 -2.6268 0.5924 -0.3590 0.6457 -0.5854 0.3339
1311878201.9167 -1.1789 -2.6270 0.5922 -0.3592 0.6449 -0.5849 0.3361
1311878201.9200 -1.1782 -2.6275 0.5923 -0.3601 0.6451 -0.5842 0.3359
1311878201.9234 -1.1772 -2.6280 0.5924 -0.3607 0.6447 -0.5839 0.3366
1311878201.9274 -1.1764 -2.6284 0.5924 -0.3614 0.6447 -0.5833 0.3369
1311878201.9301 -1.1769 -2.6292 0.5924 -0.3627 0.6465 -0.5823 0.3337
1311878201.9335 -1.1761 -2.6297 0.5923 -0.3632 0.6466 -0.5818 0.3339
1311878201.9367 -1.1753 -2.6301 0.5923 -0.3634 0.6466 -0.5815 0.3342
1311878201.9398 -1.1744 -2.6305 0.5923 -0.3635 0.6462 -0.5816 0.3348
1311878201.9431 -1.1733 -2.6311 0.5924 -0.3633 0.6452 -0.5822 0.3358
1311878201.9464 -1.1720 -2.6317 0.5925 -0.3634 0.6442 -0.5825 0.3372
1311878201.9498 -1.1712 -2.6322 0.5926 -0.3642 0.6440 -0.5821 0.3372
1311878201.9531 -1.1704 -2.6326 0.5926 -0.3647 0.6438 -0.5819 0.3376
1311878201.9571 -1.1696 -2.6330 0.5925 -0.3655 0.6439 -0.5811 0.3378
1311878201.9598 -1.1688 -2.6334 0.5924 -0.3662 0.6440 -0.5804 0.3379
1311878201.9631 -1.1680 -2.6338 0.5924 -0.3669 0.6438 -0.5801 0.3383
